"","Previous","Movie","Distributor","Genre","Gross","Change","Theaters","TotalGross","Days","weekend"
"3545",31,"Another Earth","Fox Searchlight","Drama",164418,-4,82,699059,"24","2011-08-12"
"3546",23,"The Tree of Life","Fox Searchlight","Drama",158988,-38,118,12472585,"80","2011-08-12"
"3547",45,"The Whistleblower","Samuel Goldwyn Films","Drama",115395,89,22,202776,"10","2011-08-12"
"3548",38,"Hubble 3D","Warner Bros.","Documentary",108311,-3,28,28138645,"514","2011-08-12"
"3549",32,"Super 8","Paramount Pictures","Thriller/Suspense",108276,-36,108,125520061,"66","2011-08-12"
"3550",27,"Buck","IFC Films","Documentary",108232,-43,101,3537741,"59","2011-08-12"
"3551",43,"Attack the Block","Sony/Screen Gems","Action",107951,39,40,454087,"17","2011-08-12"
"3552",28,"Beginners","Focus Features","Drama",101331,-45,103,5526446,"73","2011-08-12"
"3553",33,"Larry Crowne","Universal","Romantic Comedy",92960,-42,166,35565975,"45","2011-08-12"
"3554",35,"Monte Carlo","20th Century Fox","Romantic Comedy",87412,-32,124,22689488,"45","2011-08-12"
"3555",30,"Snow Flower and the Secret Fan","Fox Searchlight","Drama",82058,-54,104,1195867,"31","2011-08-12"
"3556",36,"The Trip","IFC Films","Comedy",79421,-35,55,1732786,"66","2011-08-12"
"3557",NA,"Senna","Universal","Documentary",73497,NA,2,73497,"3","2011-08-12"
"3558",29,"Zindagi Na Milegi Dobara","Eros Entertainment","Drama",71398,-61,100,2987577,"31","2011-08-12"
"3559",34,"Rio","20th Century Fox","Adventure",69607,-50,99,143478280,"122","2011-08-12"
"3560",48,"Point Blank","Magnolia Pictures","Thriller/Suspense",66200,39,21,196414,"17","2011-08-12"
"3561",42,"The Future","Roadside Attractions","Drama",63695,-26,20,234552,"17","2011-08-12"
"3562",44,"Beats, Rhymes & Life: The Travels of a Tribe Called Quest","Sony Pictures Classics","Documentary",55356,-29,35,1039442,"38","2011-08-12"
"3563",40,"Thor","Paramount Pictures","Action",55036,-50,81,180952828,"101","2011-08-12"
"3564",41,"Jihne Mera Dil Luteya","Viva Entertainment","Romantic Comedy",47197,-47,14,405979,"17","2011-08-12"
"3565",47,"Sholem Aleichem: Laughing in the Darkness","International Film Circuit","Documentary",40776,-20,17,334443,"38","2011-08-12"
"3566",51,"Under the Sea 3D","Warner Bros.","Documentary",37865,-10,11,29572395,"913","2011-08-12"
"3567",49,"Tabloid!","IFC Films","Documentary",36963,-19,31,539235,"31","2011-08-12"
"3568",50,"Sea Rex 3D","3D Entertainment","Documentary",33940,-23,10,3915580,"227","2011-08-12"
"3569",62,"Bellflower","Oscilloscope Pictures","Action",23943,7,7,55893,"10","2011-08-12"
"3570",54,"Gun Hill Road","Motion Film Group","Drama",23382,-38,10,75409,"10","2011-08-12"
"3571",61,"Project Nim","Roadside Attractions","Documentary",22932,-2,18,307520,"38","2011-08-12"
"3572",53,"Page One: Inside the New York Times","Magnolia Pictures","Documentary",22718,-43,23,1000237,"59","2011-08-12"
"3573",57,"Terri","ATO Pictures","Comedy",20053,-41,21,540411,"45","2011-08-12"
"3574",60,"Space Station","IMAX Films","Documentary",19832,-19,2,84155488,"3,405","2011-08-12"
"3575",56,"Cave of Forgotten Dreams","IFC Films","Documentary",18418,-48,15,5205665,"108","2011-08-12"
"3576",63,"Turtle: The Incredible Journey","Hannover House","Documentary",17713,-20,12,336645,"52","2011-08-12"
"3577",52,"A Better Life","Summit Entertainment","Drama",17428,-57,51,1697973,"52","2011-08-12"
"3578",69,"Magic Trip","Magnolia Pictures","Documentary",17184,20,7,40798,"10","2011-08-12"
"3579",59,"The Names of Love","Music Box Films","Comedy",16711,-39,9,274421,"52","2011-08-12"
"3580",55,"Life in a Day","National Geographic Entertainment","Documentary",16265,-55,17,191717,"17","2011-08-12"
"3581",87,"The Interrrupers","Cinema Guild","Documentary",14355,304,2,33120,"17","2011-08-12"
"3582",71,"Mysteries of Lisbon","Music Box Films","Thriller/Suspense",12904,5,2,35549,"10","2011-08-12"
"3583",58,"Judy Moody and the Not Bummer Summer","Relativity","Adventure",12858,-54,55,15000994,"66","2011-08-12"
"3584",NA,"CornerStore","Shotown Pictures","Comedy",12743,NA,1,12743,"3","2011-08-12"
"3585",75,"In a Better World","Sony Pictures Classics","Drama",12461,26,15,999046,"136","2011-08-12"
"3586",67,"PASSIONE: A Musical Adventure","Abramorama Films","Documentary",11576,-28,5,180258,"54","2011-08-12"
"3587",65,"Incendies","Sony Pictures Classics","Drama",10315,-47,11,6798890,"332","2011-08-12"
"3588",66,"Bride Flight","Music Box Films","Drama",8919,-52,12,446448,"66","2011-08-12"
"3589",79,"Troll Hunter","Magnet Pictures","Horror",8559,16,14,234158,"66","2011-08-12"
"3590",70,"The Double Hour","Samuel Goldwyn Films","Thriller/Suspense",7355,-45,12,1497071,"122","2011-08-12"
"3591",NA,"Over Your Cities Grass Will Grow","Alive Mind","Documentary",7272,NA,1,11305,"5","2011-08-12"
"3592",80,"Deep Sea 3-D","Warner Bros.","Documentary",6508,10,2,44449455,"1,991","2011-08-12"
"3593",72,"El Bulli: Cooking in Progress","Alive Mind","Documentary",6346,-48,1,59153,"19","2011-08-12"
"3594",73,"Insidious","FilmDistrict","Horror",5253,-56,13,53977938,"136","2011-08-12"
"3595",82,"Queen to Play","Zeitgeist","Romantic Comedy",4050,-17,4,474488,"136","2011-08-12"
"3596",64,"Singham","Reliance Big Pictures","Drama",3937,-82,9,345125,"24","2011-08-12"
"3597",74,"35 and Ticking","Image Entertainment","Romantic Comedy",3782,-66,5,113804,"87","2011-08-12"
"3598",89,"Last Mountain The","Dada Films","Documentary",3516,7,5,120107,"73","2011-08-12"
"3599",116,"The Tree","Zeitgeist","Drama",3433,589,6,24130,"31","2011-08-12"
"3600",93,"Submarine","Weinstein Co.","Comedy",3196,13,7,466702,"73","2011-08-12"
"3601",81,"The Perfect Host","Magnolia Pictures","Thriller/Suspense",3181,-40,6,38041,"45","2011-08-12"
"3602",91,"T-Rex: Back to the Cretaceous","IMAX Films","Adventure",3145,2,1,53217007,"4,679","2011-08-12"
"3603",NA,"Nostalgia for the Light","Icarus Films","Documentary",2886,NA,1,142285,"150","2011-08-12"
"3604",101,"If A Tree Falls: The Story of the Earth Liberation Front","Oscilloscope Pictures","Drama",2852,75,2,58957,"54","2011-08-12"
"3605",102,"13 Assassins","Magnolia Pictures","Action",2804,80,2,799051,"108","2011-08-12"
"3606",76,"Life, Above All","Sony Pictures Classics","Drama",2712,-69,4,74735,"31","2011-08-12"
"3607",84,"The Man Who Fell to Earth","Rialto Pictures","Drama",2631,-45,2,59904,"12,862","2011-08-12"
"3608",88,"Bill Cunningham New York","Zeitgeist","Documentary",2347,-31,4,1468295,"152","2011-08-12"
"3609",86,"Meek's Cutoff","Oscilloscope Pictures","Drama",2197,-48,4,975770,"129","2011-08-12"
"3610",77,"Myth of the American Sleepover","IFC Films","Drama",1974,-77,1,37266,"24","2011-08-12"
"3611",118,"Rapt","Lorber Films","Drama",1901,367,2,32719,"40","2011-08-12"
"3612",83,"Salvation Boulevard","IFC Films","Comedy",1617,-66,4,25106,"31","2011-08-12"
"3613",106,"City of Life and Death","Kino International","Drama",1565,29,3,101734,"96","2011-08-12"
"3614",97,"Conan O'Brien Can't Stop","Abramorama Films","Documentary",1525,-17,3,260527,"52","2011-08-12"
"3615",108,"Vincent Wants to Sea","Corinth Films","Drama",1445,20,3,20065,"52","2011-08-12"
"3616",NA,"Scheherazade, Tell Me a Story","ArtMattan Productions","Drama",1312,NA,1,4726,"171","2011-08-12"
"3617",94,"Rejoice and Shout","Magnolia Pictures","Documentary",1255,-53,4,95058,"73","2011-08-12"
"3618",90,"Everything Must Go","Roadside Attractions","Drama",1191,-62,3,2702542,"94","2011-08-12"
"3619",NA,"Littlerock","Variance Films","Drama",1120,NA,1,1120,"3","2011-08-12"
"3620",110,"Trigun: Badlands Rumble","Eleven Arts","Action",1115,5,1,56743,"38","2011-08-12"
"3621",117,"Good Neighbors","Magnolia Pictures","Thriller/Suspense",1088,137,3,6805,"17","2011-08-12"
"3622",NA,"Octubre","New Yorker","Comedy",1058,NA,1,21543,"101","2011-08-12"
"3623",NA,"HEY BOO: Harper Lee and ""To Kill a Mockingbird""","First Run Features","Documentary",1050,NA,1,31135,"94","2011-08-12"
"3624",NA,"Sex and Zen: Extreme Ecstasy","China Lion Film Distribution","Comedy",903,NA,1,903,"3","2011-08-12"
"3625",NA,"My Dog Tulip","New Yorker","Drama",835,NA,1,246574,"348","2011-08-12"
"3626",123,"The Conspirator","Roadside Attractions","Drama",812,247,2,11533409,"122","2011-08-12"
"3627",124,"The Topp Twins: Untouchable Girls","Argot Pictures","Documentary",760,253,1,26782,"94","2011-08-12"
"3628",NA,"Tuesday, After Christmas","Lorber Films","Drama",751,NA,2,25416,"82","2011-08-12"
"3629",96,"Pianomania","First Run Features","Documentary",720,-63,1,19426,"80","2011-08-12"
"3630",122,"Small Town Murder Songs","Monterey Media","Thriller/Suspense",708,180,2,31133,"80","2011-08-12"
"3631",NA,"My Perestroika","International Film Circuit","Documentary",689,NA,2,240693,"145","2011-08-12"
"3632",99,"The Robber","Kino International","Drama",679,-60,1,79871,"193","2011-08-12"
"3633",112,"Summer","The Film Desk","",667,-14,1,28497,"67","2011-08-12"
"3634",104,"Road to Nowhere","Monterey Media","Thriller/Suspense",664,-48,3,38803,"66","2011-08-12"
"3635",NA,"The Sleeping Beauty","Strand","Drama",518,NA,1,24508,"38","2011-08-12"
"3636",114,"Monsieur Verdoux","The Film Desk","Black Comedy",453,-31,1,62247,"23,502","2011-08-12"
"3637",NA,"Leap Year","Strand","Drama",357,NA,1,9844,"52","2011-08-12"
"3638",120,"Galapagos","IMAX Films","Documentary",336,-3,2,17975366,"4,308","2011-08-12"
"3639",95,"Poetry","Kino International","Drama",177,-91,1,355044,"185","2011-08-12"
"3640",121,"Into Eternity","International Film Circuit","Documentary",130,-57,1,55167,"194","2011-08-12"
"3641",109,"The Salvation Poem","CanZion Films","",125,-89,1,915502,"304","2011-08-12"
"3642",NA,"Circo","First Run Features","Documentary",100,NA,1,73869,"136","2011-08-12"
"3643",NA,"Daylight","Cinema Purgatorio","Thriller/Suspense",100,NA,1,2904,"31","2011-08-12"
"3644",2,"The Help","Walt Disney","Drama",20018659,-23,2690,71340829,"12","2011-08-19"
"3645",1,"Rise of the Planet of the Apes","20th Century Fox","Adventure",16119502,-42,3471,133583862,"17","2011-08-19"
"3646",NA,"Spy Kids: All the Time in the World","Weinstein/Dimension","Adventure",11644672,NA,3295,11644672,"3","2011-08-19"
"3647",NA,"Conan the Barbarian 3D","Lionsgate","Action",10021215,NA,3015,10021215,"3","2011-08-19"
"3648",NA,"Fright Night","Walt Disney","Horror",8114388,NA,3114,8114388,"3","2011-08-19"
"3649",4,"The Smurfs","Sony Pictures","Adventure",7802377,-43,3057,117546882,"24","2011-08-19"
"3650",3,"Final Destination 5","Warner Bros.","Horror",7703466,-57,3155,32326686,"10","2011-08-19"
"3651",5,"30 Minutes or Less","Sony Pictures","Comedy",6402602,-52,2888,25864430,"10","2011-08-19"
"3652",NA,"One Day","Focus Features","Drama",5079566,NA,1721,5079566,"3","2011-08-19"
"3653",9,"Crazy, Stupid, Love","Warner Bros.","Comedy",4797364,-32,1940,64266969,"24","2011-08-19"
"3654",7,"Harry Potter and the Deathly Hallows: Part II","Warner Bros.","Adventure",4511411,-38,1738,366007900,"38","2011-08-19"
"3655",6,"Cowboys and Aliens","Universal","Action",4215780,-46,2213,89498305,"24","2011-08-19"
"3656",8,"Captain America: The First Avenger","Paramount Pictures","Action",4115529,-43,1988,164747643,"31","2011-08-19"
"3657",10,"The Change-Up","Universal","Comedy",2824945,-55,1633,31970285,"17","2011-08-19"
"3658",11,"Glee: The 3D Concert Movie","20th Century Fox","Concert/Performance",1804598,-70,1982,10443883,"10","2011-08-19"
"3659",12,"Horrible Bosses","Warner Bros.","Comedy",1279350,-48,755,112574996,"45","2011-08-19"
"3660",18,"Sarah's Key","Weinstein Co.","Drama",770049,58,201,3072884,"31","2011-08-19"
"3661",14,"Transformers: Dark of the Moon","Paramount Pictures","Action",606276,-56,484,348540006,"54","2011-08-19"
"3662",16,"Midnight in Paris","Sony Pictures Classics","Romantic Comedy",552103,-21,258,50614946,"94","2011-08-19"
"3663",13,"Friends with Benefits","Sony Pictures","Romantic Comedy",533670,-71,413,54712145,"31","2011-08-19"
"3664",26,"The Guard","Sony Pictures Classics","Comedy",419919,49,83,1217689,"24","2011-08-19"
"3665",15,"Zookeeper","Sony Pictures","Romantic Comedy",405031,-60,370,76771335,"45","2011-08-19"
"3666",17,"Cars 2","Walt Disney","Adventure",348218,-47,297,186951457,"59","2011-08-19"
"3667",19,"Green Lantern","Warner Bros.","Action",335379,-17,242,115601139,"66","2011-08-19"
"3668",21,"Mr. Popper's Penguins","20th Century Fox","Adventure",302144,-22,274,66626806,"66","2011-08-19"
"3669",23,"Kung Fu Panda 2","Paramount Pictures","Adventure",284465,-19,237,163942842,"88","2011-08-19"
"3670",22,"Bridesmaids","Universal","Comedy",280595,-22,244,167661310,"101","2011-08-19"
"3671",25,"Pirates of the Caribbean: On Stranger Tides","Walt Disney","Adventure",263292,-20,231,240141369,"94","2011-08-19"
"3672",28,"Born to be Wild 3D","Warner Bros.","Documentary",206293,-8,49,11774071,"136","2011-08-19"
"3673",NA,"Starbuck","Entertainment One","Comedy",192882,NA,70,2332759,"24","2011-08-19"
"3674",20,"Winnie the Pooh","Walt Disney","Adventure",176938,-54,294,25726481,"38","2011-08-19"
"3675",45,"Senna","Universal","Documentary",159105,116,14,270604,"10","2011-08-19"
"3676",35,"The Whistleblower","Samuel Goldwyn Films","Drama",150903,31,44,409989,"17","2011-08-19"
"3677",27,"The Devil's Double","Lionsgate","Drama",147765,-43,83,1000593,"24","2011-08-19"
"3678",33,"Another Earth","Fox Searchlight","Drama",143604,-13,87,936400,"31","2011-08-19"
"3679",30,"X-Men: First Class","20th Century Fox","Action",131661,-30,146,145939795,"80","2011-08-19"
"3680",31,"The Hangover Part II","Warner Bros.","Comedy",131530,-28,193,254174506,"88","2011-08-19"
"3681",32,"Sur le rythme","Seville","",127942,-29,72,668280,"12","2011-08-19"
"3682",24,"Aarakshan","Reliance Big Pictures","Drama",120888,-65,85,561598,"10","2011-08-19"
"3683",34,"The Tree of Life","Fox Searchlight","Drama",119782,-25,96,12693868,"87","2011-08-19"
"3684",29,"Bad Teacher","Sony Pictures","Comedy",106189,-48,100,98108425,"59","2011-08-19"
"3685",37,"Super 8","Paramount Pictures","Thriller/Suspense",101857,-6,86,125691630,"73","2011-08-19"
"3686",36,"Hubble 3D","Warner Bros.","Documentary",91176,-16,29,28342563,"521","2011-08-19"
"3687",39,"Attack the Block","Sony/Screen Gems","Action",83478,-23,44,604420,"24","2011-08-19"
"3688",48,"Point Blank","Magnolia Pictures","Thriller/Suspense",76153,15,36,303262,"24","2011-08-19"
"3689",38,"Buck","IFC Films","Documentary",73947,-32,78,3693155,"66","2011-08-19"
"3690",42,"Monte Carlo","20th Century Fox","Romantic Comedy",70235,-20,107,22813471,"52","2011-08-19"
"3691",44,"The Trip","IFC Films","Comedy",64715,-19,47,1836621,"73","2011-08-19"
"3692",49,"The Future","Roadside Attractions","Drama",62187,-2,31,333997,"24","2011-08-19"
"3693",40,"Beginners","Focus Features","Drama",56128,-45,69,5640336,"80","2011-08-19"
"3694",67,"The Names of Love","Music Box Films","Comedy",43494,160,21,325058,"59","2011-08-19"
"3695",NA,"Le sens de l'humour","Alliance Films","Comedy",42950,NA,40,3179193,"47","2011-08-19"
"3696",112,"Sex and Zen: Extreme Ecstasy","China Lion Film Distribution","Comedy",41936,4544,10,43592,"10","2011-08-19"
"3697",47,"Rio","20th Century Fox","Adventure",38024,-45,68,143558181,"129","2011-08-19"
"3698",NA,"Amigo","Variance Films","Drama",37324,NA,10,37324,"3","2011-08-19"
"3699",56,"Sea Rex 3D","3D Entertainment","Documentary",35956,6,10,3989742,"234","2011-08-19"
"3700",46,"Zindagi Na Milegi Dobara","Eros Entertainment","Drama",35698,-50,100,3056046,"38","2011-08-19"
"3701",NA,"Mozart's Sister","Music Box Films","Drama",34046,NA,7,34046,"3","2011-08-19"
"3702",51,"Thor","Paramount Pictures","Action",30733,-44,54,181015141,"108","2011-08-19"
"3703",54,"Under the Sea 3D","Warner Bros.","Documentary",30690,-19,10,29646258,"920","2011-08-19"
"3704",53,"Sholem Aleichem: Laughing in the Darkness","International Film Circuit","Documentary",30153,-26,14,388832,"45","2011-08-19"
"3705",50,"Beats, Rhymes & Life: The Travels of a Tribe Called Quest","Sony Pictures Classics","Documentary",29304,-47,34,1101399,"45","2011-08-19"
"3706",NA,"Red State","Smodshow Productions","Horror",25800,NA,1,1030167,"170","2011-08-19"
"3707",55,"Tabloid!","IFC Films","Documentary",23730,-36,24,585592,"38","2011-08-19"
"3708",65,"A Better Life","Summit Entertainment","Drama",23012,32,65,1732305,"59","2011-08-19"
"3709",61,"Terri","ATO Pictures","Comedy",22712,13,18,571737,"52","2011-08-19"
"3710",43,"Snow Flower and the Secret Fan","Fox Searchlight","Drama",20483,-75,37,1283659,"38","2011-08-19"
"3711",62,"Space Station","IMAX Films","Documentary",16764,-15,1,84193437,"3,412","2011-08-19"
"3712",57,"Bellflower","Oscilloscope Pictures","Action",16484,-31,8,85304,"17","2011-08-19"
"3713",63,"Cave of Forgotten Dreams","IFC Films","Documentary",16114,-13,15,5234785,"115","2011-08-19"
"3714",58,"Gun Hill Road","Motion Film Group","Drama",14087,-40,5,106121,"17","2011-08-19"
"3715",69,"The Interrrupers","Cinema Guild","Documentary",12053,-16,2,56949,"24","2011-08-19"
"3716",59,"Project Nim","Roadside Attractions","Documentary",11840,-48,12,334452,"45","2011-08-19"
"3717",60,"Page One: Inside the New York Times","Magnolia Pictures","Documentary",11817,-48,16,1019994,"66","2011-08-19"
"3718",78,"The Double Hour","Samuel Goldwyn Films","Thriller/Suspense",8805,20,12,1510893,"129","2011-08-19"
"3719",64,"Turtle: The Incredible Journey","Hannover House","Documentary",7601,-57,6,349264,"59","2011-08-19"
"3720",66,"Magic Trip","Magnolia Pictures","Documentary",7537,-56,10,61266,"17","2011-08-19"
"3721",72,"CornerStore","Shotown Pictures","Comedy",7426,-42,2,25919,"10","2011-08-19"
"3722",75,"Incendies","Sony Pictures Classics","Drama",7408,-28,4,6812160,"339","2011-08-19"
"3723",79,"Over Your Cities Grass Will Grow","Alive Mind","Documentary",6668,-8,2,25358,"12","2011-08-19"
"3724",94,"Life, Above All","Sony Pictures Classics","Drama",6592,143,4,82883,"38","2011-08-19"
"3725",76,"Bride Flight","Music Box Films","Drama",6344,-29,10,459012,"73","2011-08-19"
"3726",70,"Mysteries of Lisbon","Music Box Films","Thriller/Suspense",6323,-51,1,51622,"17","2011-08-19"
"3727",68,"Life in a Day","National Geographic Entertainment","Documentary",6270,-61,10,207324,"24","2011-08-19"
"3728",NA,"5 Days of War","Anchor Bay Entertainment","Drama",6254,NA,2,6254,"3","2011-08-19"
"3729",81,"El Bulli: Cooking in Progress","Alive Mind","Documentary",6056,-5,2,74278,"26","2011-08-19"
"3730",NA,"Griff the Invisible","Indomina Releasing","Romantic Comedy",5087,NA,6,5087,"3","2011-08-19"
"3731",80,"Deep Sea 3-D","Warner Bros.","Documentary",4996,-23,3,44461911,"1,998","2011-08-19"
"3732",NA,"The Last Circus","Magnolia Pictures","Black Comedy",4757,NA,1,4757,"3","2011-08-19"
"3733",NA,"!Women, Art, Revolution","Zeitgeist","Documentary",4564,NA,2,36692,"82","2011-08-19"
"3734",82,"Insidious","FilmDistrict","Horror",4063,-23,9,53984269,"143","2011-08-19"
"3735",89,"The Perfect Host","Magnolia Pictures","Thriller/Suspense",3849,21,10,43918,"52","2011-08-19"
"3736",106,"Everything Must Go","Roadside Attractions","Drama",2807,136,4,2706124,"101","2011-08-19"
